2624.67,2.1,2.1
2629.81,2.03333,2.03333
2632.44,0.9,0.9
2633.34,8.26633,8.26633
2642.11,2.70033,2.70033
2644.81,7.23267,7.23267
2763.64,0.6,0.6
2764.97,1.43367,1.43367
2766.41,1.03333,1.03333
2767.44,3.2,3.2
2779.84,6.33367,6.33367
2779.84,6.33367,6.33367
